integron_id	replicon	cassette_number	start	end	left_attC	right_attC	protein_count
integron_01	NC_002506.1	102	401953	402348	attc_131	attc_132	1
integron_01	NC_002506.1	103	402499	403029	attc_132	attc_133	1
integron_01	NC_002506.1	104	403167	403667	attc_133	attc_134	1
integron_01	NC_002506.1	105	403924	404784	attc_134	attc_135	2
integron_01	NC_002506.1	106	405167	406152	attc_135	attc_136	2
integron_01	NC_002506.1	107	406403	406981	attc_136	attc_137	1
integron_01	NC_002506.1	108	407778	408392	attc_137	attc_138	1
integron_01	NC_002506.1	109	408539	409396	attc_138	attc_139	1
integron_01	NC_002506.1	110	409552	410103	attc_139	attc_140	1
integron_01	NC_002506.1	111	410246	410593	attc_140	attc_141	1
integron_01	NC_002506.1	112	411407	411676	attc_142	attc_143	1
integron_01	NC_002506.1	113	412374	412839	attc_144	attc_145	2
integron_01	NC_002506.1	114	412962	413204	attc_145	attc_146	1
integron_01	NC_002506.1	115	413348	413752	attc_146	attc_147	1
integron_01	NC_002506.1	116	413932	414341	attc_147	attc_148	2
integron_01	NC_002506.1	117	414441	414608	attc_148	attc_149	1
integron_01	NC_002506.1	118	414949	415582	attc_149	attc_150	2
integron_01	NC_002506.1	119	415719	416153	attc_150	attc_151	1
integron_01	NC_002506.1	120	416321	419185	attc_151	attc_152	5
integron_01	NC_002506.1	121	419373	420528	attc_152	attc_153	3
integron_01	NC_002506.1	122	420656	421111	attc_153	attc_154	1
integron_01	NC_002506.1	123	421787	422553	attc_155	attc_156	2
integron_01	NC_002506.1	124	422784	423452	attc_156	attc_157	1
integron_01	NC_002506.1	125	423604	423891	attc_157	attc_158	1
integron_01	NC_002506.1	126	424032	424403	attc_158	attc_159	1
integron_01	NC_002506.1	127	424626	425425	attc_159	attc_160	2
integron_01	NC_002506.1	128	425627	426174	attc_160	attc_161	2
integron_01	NC_002506.1	129	426312	427325	attc_161	attc_162	1
integron_01	NC_002506.1	130	427422	427871	attc_162	attc_163	1
integron_01	NC_002506.1	131	427962	429054	attc_163	attc_164	3
integron_01	NC_002506.1	132	429229	430850	attc_164	attc_165	2
integron_01	NC_002506.1	133	431042	431826	attc_165	attc_166	2
integron_01	NC_002506.1	134	432501	432896	attc_167	attc_168	1
integron_01	NC_002506.1	135	433035	433594	attc_168	attc_169	2
integron_01	NC_002506.1	136	433743	434303	attc_169	attc_170	1
integron_01	NC_002506.1	137	434487	434900	attc_170	attc_171	1
