integron_id	replicon	cassette_number	start	end	left_attC	right_attC	protein_count
integron_01	NC_002506.1	157	423585	423886	attc_157	attc_158	1
integron_01	NC_002506.1	158	424014	424398	attc_158	attc_159	1
integron_01	NC_002506.1	159	424526	425433	attc_159	attc_160	2
integron_01	NC_002506.1	160	425558	426188	attc_160	attc_161	2
integron_01	NC_002506.1	161	426315	427326	attc_161	attc_162	1
integron_01	NC_002506.1	162	427454	427866	attc_162	attc_163	1
integron_01	NC_002506.1	163	427994	429049	attc_163	attc_164	3
integron_01	NC_002506.1	164	429176	430845	attc_164	attc_165	2
integron_01	NC_002506.1	165	430972	431821	attc_165	attc_166	2
integron_01	NC_002506.1	166	431949	432358	attc_166	attc_167	0
integron_01	NC_002506.1	167	432486	432891	attc_167	attc_168	1
integron_01	NC_002506.1	168	433018	433648	attc_168	attc_169	2
integron_01	NC_002506.1	169	433775	434298	attc_169	attc_170	1
integron_01	NC_002506.1	170	434425	434906	attc_170	attc_171	1
